% Model,solenoidTest.mph
% Version,COMSOL 6.0.0.405
% Date,"Nov 9 2022, 15:24"
% Dimension,2
% Nodes,53341
% Expressions,4
% Description,"Magnetic flux density norm, Magnetic flux density, r component, Magnetic flux density, phi component, Magnetic flux density, z component"
% Length unit,mm
% r,z,mf.normB (T),mf.Br (T),mf.Bphi (T),mf.Bz (T)
0,-650,0.014431232661287926,-5.731997714624666E-8,0,0.01443123266117409
1,-650,0.014429142210809888,-1.7114890748015383E-4,0,0.014428127147736258
2,-650,0.014427371820869632,-3.422045254068331E-4,0,0.014423312855249802
3,-650,0.014424409050022133,-5.131396419100947E-4,0,0.014415278843999542
4,-650,0.014419622096095755,-6.834300848178113E-4,0,0.01440341711932897
5,-650,0.014413569689845357,-8.555899432621042E-4,0,0.014388153357989257
6,-650,0.014408158311934382,-0.0010247847604300435,0,0.014371668035985042
7,-650,0.014399244515653454,-0.0011949646002643866,0,0.014349574984148173
8,-650,0.01438991785881868,-0.0013643982215643209,0,0.014325088253708627
9.000000000000002,-650,0.014378900173238245,-0.001530582593522338,0,0.014297205570192983
10,-650,0.014366409523172844,-0.001697824244316963,0,0.014265732207738966
11,-650,0.01435756108100857,-0.0018685104796466196,0,0.01423545674653057
12,-650,0.014339473675757728,-0.0020400956229850407,0,0.014193608249730797
13.000000000000002,-650,0.014322483508614153,-0.0022077429579740416,0,0.014151303999492076
14,-650,0.014308925602914193,-0.0023708466162874215,0,0.014111145886559737
15,-650,0.014296871027802496,-0.0025339502746008005,0,0.014070522989266209
16,-650,0.014282396329713808,-0.002695784113747667,0,0.014025676202275888
17,-650,0.014256942892250043,-0.00285574841651064,0,0.013968003494217632
18.000000000000004,-650,0.01423244591670739,-0.00301571271927362,0,0.013909277248182673
19,-650,0.014209085553309339,-0.0031756770220365913,0,0.013849663812272591
20,-650,0.014172440541347293,-0.003321624542467219,0,0.013777695064737926
21,-650,0.014155948822904696,-0.0034911916730667614,0,0.013718690454216326
22,-650,0.014146658757490396,-0.003659155995672264,0,0.013665230748151142
23,-650,0.014108340714427443,-0.0038232408676504084,0,0.013580431030799384
24,-650,0.014079913424012514,-0.003977568022272668,0,0.013506402728183462
25,-650,0.014055957467190239,-0.004127691644347288,0,0.013436223502481887
26.000000000000004,-650,0.014033482797902312,-0.004277815266421906,0,0.013365587753083953
27,-650,0.014012551573250816,-0.004427938888496529,0,0.01329454620484483
28,-650,0.01398554316759575,-0.004575858869292782,0,0.013215783491757071
29,-650,0.013944639544265008,-0.004719275132192878,0,0.013121791579130699
30,-650,0.013904819471527887,-0.004862691395092981,0,0.013026827585097982
31,-650,0.013866199984375051,-0.005006107657993089,0,0.012930985582053118
32,-650,0.013828885790347314,-0.005149523920893168,0,0.012834347883340973
33,-650,0.01379297100583074,-0.005292940183793247,0,0.012736986824931325
34,-650,0.013758540578358057,-0.005436356446693338,0,0.012638966232679832
35,-650,0.013723470454852114,-0.00556864684933327,0,0.012542878999360933
36.00000000000001,-650,0.013683962267645504,-0.005698610073198763,0,0.012440927078637809
37,-650,0.013645810194112156,-0.005828573297064215,0,0.012338390056019676
38,-650,0.013609080394294414,-0.005958536520929654,0,0.01223531412376144
39,-650,0.013573833741387493,-0.00608849974479512,0,0.01213174073645078
40,-650,0.013540126375293265,-0.006218462968660575,0,0.01202770720321664
0,-649,0.01477685250578395,-6.864389604783694E-8,0,0.014776852505624511
1,-649,0.014774737109415797,-1.744398414305938E-4,0,0.014773707300270639
2,-649,0.014772891159559202,-3.4892784480261476E-4,0,0.014768769839472205
3,-649,0.014770068342542644,-5.231856486672092E-4,0,0.014760799287992812
4,-649,0.014764969120445906,-6.976756367481803E-4,0,0.014748476593655671
5,-649,0.014758563762089026,-8.699135897392394E-4,0,0.014732903809705485
6,-649,0.014753345483027862,-0.0010443439366194362,0,0.014716336116154211
7,-649,0.014743380806652587,-0.0012178033228070484,0,0.014692999444529085
8,-649,0.01473353019513776,-0.0013902183451747901,0,0.014667794822800582
9.000000000000002,-649,0.014721206265240375,-0.0015640523249265785,0,0.014637884212844569
10,-649,0.014710688048226136,-0.001734738560256235,0,0.014608046583297282
11,-649,0.014703700368380394,-0.0019062600728131252,0,0.01457960826146945
12,-649,0.014684380954205985,-0.0020777231890520623,0,0.014536647149804622
13.000000000000002,-649,0.014666017953461754,-0.0022491863052910123,0,0.014492523713120289
14,-649,0.01464678880748628,-0.002420655737717655,0,0.014445374628944725
15,-649,0.014634113541089974,-0.002583759396031036,0,0.014404216969933986
16,-649,0.014615796013790336,-0.002745211395744424,0,0.014355671614710488
17,-649,0.01458958139811525,-0.0029051756985074007,0,0.014297406741539969
18.000000000000004,-649,0.014564344000256966,-0.00306514000127037,0,0.014238154126516307
19,-649,0.014535815374671019,-0.003224706205070982,0,0.014173609226216837
20,-649,0.014517535025086127,-0.003394273335670545,0,0.014115159642290924
21,-649,0.014500989218911025,-0.0035638404662700998,0,0.01405623454051438
22,-649,0.014486077859060604,-0.0037312987452315614,0,0.013997280500604366
23,-649,0.014447367965748619,-0.0038953836172096884,0,0.013912312087231
24,-649,0.014409677315595473,-0.004059468489187829,0,0.013826044840259916
25,-649,0.014383343948949117,-0.0042109694701939135,0,0.01375312034684733
26.000000000000004,-649,0.014360083371779022,-0.0043610930922685295,0,0.01368184422821032
27,-649,0.014338371091585514,-0.0045112167143431525,0,0.013610209745490558
28,-649,0.014303907671008389,-0.00465838756029006,0,0.013524097012328307
29,-649,0.014262017651542627,-0.0048018038231901735,0,0.013429364375744286
30,-649,0.014221216489665886,-0.004945220086090276,0,0.013333709039351136
31,-649,0.014181615601724295,-0.005088636348990365,0,0.013237220296678754
32,-649,0.014143314716188082,-0.005232052611890459,0,0.013139976279565826
33,-649,0.014088232548641489,-0.0053580387472267794,0,0.013029570872742431
34,-649,0.014057558691105511,-0.00551155382582566,0,0.012932042792184946
35,-649,0.014046216197083032,-0.005655145291599842,0,0.012857508358390978
36.00000000000001,-649,0.013994959895588813,-0.005812610371872191,0,0.012730768364240357
37,-649,0.013955858566611436,-0.005942573595737618,0,0.012627422832490558
38,-649,0.013918181745173702,-0.006072536819603083,0,0.012523580944212857
39,-649,0.013881986326978416,-0.006202500043468541,0,0.012419280880678576
40,-649,0.013847324841366216,-0.006332463267333988,0,0.012314557005032038
