% Model,solenoidSplitCoil.mph
% Version,COMSOL 6.0.0.405
% Date,"Oct 7 2022, 14:27"
% Dimension,2
% Nodes,53341
% Expressions,1
% Description,Magnetic flux density norm
% Length unit,mm
% r,z,mf.normB (T)
33,476.00000000000006,0.007664710061309278
34,476.00000000000006,0.007500475956012488
35,476.00000000000006,0.007338600817201355
36.00000000000001,476.00000000000006,0.0072015808593776775
37,476.00000000000006,0.007073927167731299
38,476.00000000000006,0.006948584812906991
39,476.00000000000006,0.006825664877364556
40,476.00000000000006,0.006705285701443694
0,477.00000000000006,0.010002899493241357
1,477.00000000000006,0.00999803470380052
2,477.00000000000006,0.009988333969374607
3,477.00000000000006,0.00997376171571443
4,477.00000000000006,0.009953953788351202
5,477.00000000000006,0.009925829015882662
6,477.00000000000006,0.009897668123307194
7,477.00000000000006,0.009856768457741144
8,477.00000000000006,0.009814725884131553
9.000000000000002,477.00000000000006,0.009765371506310544
10,477.00000000000006,0.009709471898783816
11,477.00000000000006,0.009651524423737363
12,477.00000000000006,0.009593455392281592
13.000000000000002,477.00000000000006,0.009522760552409857
14,477.00000000000006,0.00944299075456795
15,477.00000000000006,0.00937244374223253
16,477.00000000000006,0.009281158453018874
17,477.00000000000006,0.009197574460040546
18.000000000000004,477.00000000000006,0.009115458289558063
19,477.00000000000006,0.009008767044307128
20,477.00000000000006,0.008903798912575573
21,477.00000000000006,0.008797858211234171
22,477.00000000000006,0.008704155248346872
23,477.00000000000006,0.008612707379045782
24,477.00000000000006,0.008527645662637235
25,477.00000000000006,0.008383276180948774
26.000000000000004,477.00000000000006,0.008240456225012112
27,477.00000000000006,0.008112931062434072
28,477.00000000000006,0.007996990833060056
29,477.00000000000006,0.007883010802931753
30,477.00000000000006,0.007771122515049414
31,477.00000000000006,0.007661457653097557
32,477.00000000000006,0.007583492297665526
33,477.00000000000006,0.007418831789992956
34,477.00000000000006,0.007255950450479881
35,477.00000000000006,0.007110974822408378
36.00000000000001,477.00000000000006,0.006982837419933313
37,477.00000000000006,0.006856736754886473
38,477.00000000000006,0.006732793518119158
39,477.00000000000006,0.006611134763596205
40,477.00000000000006,0.006491894163433665
0,478.00000000000006,0.009622969581528343
1,478.00000000000006,0.009618522577893807
2,478.00000000000006,0.009609105365785381
3,478.00000000000006,0.009595899054629174
4,478.00000000000006,0.009576848673507532
5,478.00000000000006,0.009550798947339897
6,478.00000000000006,0.009521447970518446
7,478.00000000000006,0.00948529247683439
8,478.00000000000006,0.009448694627572094
9.000000000000002,478.00000000000006,0.009397950085294985
10,478.00000000000006,0.0093547060274228
11,478.00000000000006,0.009292484071682504
12,478.00000000000006,0.00923138393186071
13.000000000000002,478.00000000000006,0.009163552124439298
14,478.00000000000006,0.009092325756609235
15,478.00000000000006,0.009022807693564313
16,478.00000000000006,0.008946786935639904
17,478.00000000000006,0.00886478502198677
18.000000000000004,478.00000000000006,0.008784538761999302
19,478.00000000000006,0.008670849767919446
20,478.00000000000006,0.008575819856767794
21,478.00000000000006,0.008481629236169339
22,478.00000000000006,0.008389298282622994
23,478.00000000000006,0.008299053761623243
24,478.00000000000006,0.00821110342015641
25,478.00000000000006,0.00808329967271162
26.000000000000004,478.00000000000006,0.007941583925004863
27,478.00000000000006,0.007835547814414189
28,478.00000000000006,0.007721200378941748
29,478.00000000000006,0.007608602091921613
30,478.00000000000006,0.00749791171056576
31,478.00000000000006,0.007389285724901584
32,478.00000000000006,0.007282879391145962
33,478.00000000000006,0.0071781467335617685
34,478.00000000000006,0.007023142621760939
35,478.00000000000006,0.006894812908370861
36.00000000000001,478.00000000000006,0.006768220523558376
37,478.00000000000006,0.006643497425800586
38,478.00000000000006,0.006520780654411281
39,478.00000000000006,0.0064002128611814575
40,478.00000000000006,0.006281942777991678
0,479.00000000000006,0.009261266909734254
1,479.00000000000006,0.009257187717628094
2,479.00000000000006,0.009248447882009464
3,479.00000000000006,0.009236975816433042
4,479.00000000000006,0.009217171972710202
5,479.00000000000006,0.0091928177327221
6,479.00000000000006,0.0091689027572917
7,479.00000000000006,0.009131138687591923
8,479.00000000000006,0.00909464694737137
9.000000000000002,479.00000000000006,0.009048572714207222
10,479.00000000000006,0.009005269582061534
11,479.00000000000006,0.008948313578794782
12,479.00000000000006,0.008894198970842395
13.000000000000002,479.00000000000006,0.008834834391743077
14,479.00000000000006,0.008763865569241162
15,479.00000000000006,0.00868181304552831
16,479.00000000000006,0.008620818190414364
17,479.00000000000006,0.008539822169857547
18.000000000000004,479.00000000000006,0.008460471734186624
19,479.00000000000006,0.008340780080277572
20,479.00000000000006,0.008266957871893495
21,479.00000000000006,0.008173825423847777
22,479.00000000000006,0.008082381831489906
23,479.00000000000006,0.007992890338462724
24,479.00000000000006,0.007905590568216714
25,479.00000000000006,0.007790075126344853
26.000000000000004,479.00000000000006,0.007680073355188616
27,479.00000000000006,0.007565611715119226
28,479.00000000000006,0.007452511272616252
29,479.00000000000006,0.007340962733097066
30,479.00000000000006,0.007231150563770609
31,479.00000000000006,0.007123254843427499
32,479.00000000000006,0.007017452736157796
33,479.00000000000006,0.006938046612093017
34,479.00000000000006,0.006809851260046439
35,479.00000000000006,0.00668306647136503
36.00000000000001,479.00000000000006,0.006557837616098409
37,479.00000000000006,0.006434313391436313
38,479.00000000000006,0.006312646686764721
39,479.00000000000006,0.006192995356046424
40,479.00000000000006,0.006075522900762027
0,480,0.008916732847202173
1,480,0.008912946940291029
2,480,0.008904624434703962
3,480,0.008892609473347314
4,480,0.008875368940462813
5,480,0.008852254133698384
6,480,0.008827426658250767
7,480,0.008793554791425481
8,480,0.008762296566502313
9.000000000000002,480,0.008716592076145224
10,480,0.008676673069524366
11,480,0.008620020179069427
12,480,0.008568058190255495
13.000000000000002,480,0.008515609792244909
14,480,0.008445695610485457
15,480,0.008382851629756407
16,480,0.008318343279960023
17,480,0.008237134888840359
18.000000000000004,480,0.008157138420915854
19,480,0.008085870232839078
20,480,0.007998509103135201
21,480,0.007904234077335185
22,480,0.007811217422757368
23,480,0.007719756252431048
24,480,0.007607251649631157
25,480,0.0075225365488528735
26.000000000000004,480,0.007416699270798879
27,480,0.007331031400663244
28,480,0.007220524301973044
29,480,0.007111359865817138
30,480,0.007003720191244052
31,480,0.006897782381210632
32,480,0.006793720142867974
33,480,0.006656579518640305
34,480,0.006556103073571141
35,480,0.006475863003500352
36.00000000000001,480,0.006351813394985225
37,480,0.006229306022796692
38,480,0.00610850909416701
39,480,0.005989595237552744
40,480,0.005872742405452679
0,481,0.008588364830145372
1,481,0.008584919099710452
2,481,0.008576976888077147
3,481,0.008565851126526339
4,481,0.008549839601405056
5,481,0.008527762425794736
6,481,0.008505120430641586
7,481,0.008472882707946421
8,481,0.008437672024549354
9.000000000000002,481,0.008400187781988878
10,481,0.00836232635668433
11,481,0.008310010997503885
12,481,0.008258718571339403
13.000000000000002,481,0.008199508177282658
14,481,0.008142913730632313
15,481,0.008082912654312744
16,481,0.008024966715993585
17,481,0.007944904834263758
18.000000000000004,481,0.007871975803616349
19,481,0.007805733985063331
20,481,0.007731571330161466
21,481,0.00763893312746897
22,481,0.0075474171527645005
23,481,0.007457353238476156
24,481,0.00736903870913228
25,481,0.0073011625201032365
26.000000000000004,481,0.007218015115835489
27,481,0.007108454058359798
28,481,0.0069998521813543005
29,481,0.006892424563138679
30,481,0.006786376771397483
31,481,0.006681907344296393
32,481,0.006579209791539195
33,481,0.006459066862756243
34,481,0.006360110983155354
35,481,0.006262786419097698
36.00000000000001,481,0.006167178019206827
37,481,0.006028615997688979
38,481,0.005908504581690571
39,481,0.00579014456975903
40,481,0.005673728005346585
0,482,0.008275324016483052
1,482,0.008272180167924033
2,482,0.00826464626434846
3,482,0.008255126463837893
4,482,0.008238411729056937
5,482,0.008218164054117183
6,482,0.008196108865104686
7,482,0.00816610945083083
8,482,0.008133972748285333
9.000000000000002,482,0.008099215081694302
10,482,0.008056789220322064
11,482,0.008010763905079868
12,482,0.007965924466804636
13.000000000000002,482,0.00791560455665367
14,482,0.00785523767317828
15,482,0.007795913675677501
16,482,0.007732233172243584
17,482,0.007663661722204314
18.000000000000004,482,0.007596949459424454
19,482,0.007531738816745315
20,482,0.007470322009484177
21,482,0.007378990325129206
22,482,0.0072886727025295635
23,482,0.0072087042703549604
24,482,0.007134710079234391
25,482,0.007009438002548187
26.000000000000004,482,0.006928711136816333
27,482,0.0068904971958341785
28,482,0.006783581883579102
29,482,0.006677683099759904
30,482,0.006573028954284784
31,482,0.006469838691010403
32,482,0.006364366378216975
33,482,0.0062653644881894045
34,482,0.006167768663869134
35,482,0.0060716761786977404
36.00000000000001,482,0.00597718616664935
37,482,0.005884399963958355
38,482,0.005793421385999354
39,482,0.005594797039821675
40,482,0.00547862788127686
0,483,0.007976617568902545
1,483,0.00797383123838377
2,483,0.007966812421344938
3,483,0.007956651159151179
4,483,0.007942168080819932
5,483,0.007922540811643019
6,483,0.007900741118864452
7,483,0.00787385044329903
8,483,0.00784372644269496
9.000000000000002,483,0.007809615990611704
10,483,0.007771238140983366
11,483,0.007726355337623383
12,483,0.007680572105659444
13.000000000000002,483,0.00763809297287497
14,483,0.007578599513816364
15,483,0.007523674751928095
16,483,0.0074711401638524085
17,483,0.0073995205177215155
18.000000000000004,483,0.00732851811452567
19,483,0.007263923126529013
20,483,0.007214795512102457
21,483,0.007124433962730604
22,483,0.007045933788008616
23,483,0.006971760880025885
24,483,0.006899064172854594
25,483,0.0067901822775462755
26.000000000000004,483,0.006711103304905928
27,483,0.00663344343369314
28,483,0.0065717665226736055
29,483,0.006467184311694913
30,483,0.006363721066977899
31,483,0.006261616020339914
32,483,0.006173211339751716
33,483,0.006075544103557651
34,483,0.005979144831728361
35,483,0.005884125654313704
36.00000000000001,483,0.00579059955508821
37,483,0.005698680915645214
38,483,0.0056084859651780415
39,483,0.005520133142728642
40,483,0.0053974538123261135
0,484,0.007691890870986
1,484,0.007689156207235523
2,484,0.007682412142122594
3,484,0.007672927182963482
4,484,0.007659756165554286
5,484,0.007640793315175275
6,484,0.007620669297942821
7,484,0.007594743387286363
8,484,0.007565148690365712
9.000000000000002,484,0.007532740146739374
10,484,0.0074992791365069995
11,484,0.007455132631247244
12,484,0.007414276153644258
13.000000000000002,484,0.007364025973498867
14,484,0.007316401531207032
15,484,0.007263478932458057
16,484,0.007213012663735865
17,484,0.007148644020192646
18.000000000000004,484,0.007085233784669009
19,484,0.007023083805243184
20,484,0.006962001788887929
21,484,0.006886836359641341
22,484,0.0068126278605231145
23,484,0.0067395977721045955
24,484,0.006667945131610441
25,484,0.006575652009428608
26.000000000000004,484,0.006497989977595295
27,484,0.006421611875846571
28,484,0.006346637202539083
29,484,0.006260985685234498
30,484,0.006158505679733073
31,484,0.0060572867265877885
32,484,0.0059861929842703
33,484,0.0058896887440197465
34,484,0.005794319333039955
35,484,0.005700211194161422
36.00000000000001,484,0.005607490718157328
37,484,0.005516284985527083
38,484,0.005413350629457998
39,484,0.00533012704019435
40,484,0.005204420786850667
0,485,0.007420049253971313
1,485,0.007417407854241652
2,485,0.007411026909144934
3,485,0.007402835898148713
4,485,0.00738885206755926
5,485,0.0073716849607732135
6,485,0.007352744168963195
7,485,0.007327609391467682
8,485,0.00730052253407985
9.000000000000002,485,0.0072700829596814105
10,485,0.007234757714017563
11,485,0.0071958033464713245
12,485,0.007157871685607793
13.000000000000002,485,0.007114359889821646
14,485,0.007064873656003729
15,485,0.007016391333824758
16,485,0.006966702526094042
17,485,0.006904648744007922
18.000000000000004,485,0.006846108022781837
19,485,0.006788697931790042
20,485,0.006713235381958144
21,485,0.00665765997841585
22,485,0.006584416190033364
23,485,0.0065122494674783775
24,485,0.006441382072480024
25,485,0.006365902525960564
26.000000000000004,485,0.006289422056790637
27,485,0.006214104030282792
28,485,0.0061400873669276435
29,485,0.0060675037161465615
30,485,0.005957444694885826
31,485,0.005856907071602753
32,485,0.005803410017961787
33,485,0.005707894083046252
34,485,0.0056133844790327726
35,485,0.00551959342210069
36.00000000000001,485,0.005433170829406519
37,485,0.005348067078227137
38,485,0.00526437950406522
39,485,0.005182207172725761
40,485,0.005067126504058485
0,486,0.007160431207939336
1,486,0.007157838700347946
2,486,0.007151881029866633
3,486,0.007143350279212323
4,486,0.007130939876378234
5,486,0.007114288863340695
6,486,0.007096393676088646
7,486,0.00707262412229451
8,486,0.007046126168513796
9.000000000000002,486,0.007019214681743051
10,486,0.006986680284484273
11,486,0.006948215369495069
12,486,0.006910619269460733
13.000000000000002,486,0.006870389670158258
14,486,0.006823459507147408
15,486,0.006777410752570417
16,486,0.006724743450580645
17,486,0.006675462637285435
18.000000000000004,486,0.006617901839592033
19,486,0.006555173571387433
20,486,0.006495191805537656
21,486,0.006436293069211339
22,486,0.006361345885548853
23,486,0.006289757032721761
24,486,0.0062194100500954416
25,486,0.006160998144869147
26.000000000000004,486,0.006085459012882116
27,486,0.0060109743954530935
28,486,0.005937701406800225
29,486,0.005865788154353451
30,486,0.005795375531968657
31,486,0.005660543395032482
32,486,0.005624975318085505
33,486,0.005543249173469021
34,486,0.005455850044563196
35,486,0.005369473875998198
36.00000000000001,486,0.00528422741906674
37,486,0.005200217596039725
38,486,0.005117552077354969
39,486,0.005036339766209396
40,486,0.0049320956012949505
0,487,0.006912372723344247
1,487,0.006909834314581386
2,487,0.00690416426145459
3,487,0.00689605939472041
4,487,0.006884847180039652
5,487,0.006868865123432837
6,487,0.006851046521347629
7,487,0.006829755834071884
8,487,0.00680507856379704
9.000000000000002,487,0.006775789164613133
10,487,0.0067468904955732744
11,487,0.006711325546302083
12,487,0.006678758974926858
13.000000000000002,487,0.006635353907339078
14,487,0.006592866106239301
15,487,0.006546450454949492
16,487,0.0065007379028028485
17,487,0.0064511970624168
18.000000000000004,487,0.006394300629031088
19,487,0.006340894097509058
20,487,0.006281838456367586
21,487,0.006223769328399664
22,487,0.0061668742765124684
23,487,0.006111319505067008
24,487,0.006036629267824254
25,487,0.005961013235698107
26.000000000000004,487,0.0058861699401249155
27,487,0.005812286635198175
28,487,0.00573993854124039
29,487,0.005667517049538925
30,487,0.005596295873085522
31,487,0.0055079231532680385
32,487,0.005480099730318168
33,487,0.0053931623077680645
34,487,0.005307027221227937
35,487,0.005221814035088535
36.00000000000001,487,0.00513764092506125
37,487,0.005054625529038508
38,487,0.004972885669555031
39,487,0.004892539963065992
40,487,0.0047993750500952646
0,488,0.0066752276036618425
1,488,0.006672775249634448
2,488,0.0066673552696343286
3,488,0.006660403012466329
4,488,0.006648658777487352
5,488,0.006633850492383216
6,488,0.0066177170106705065
7,488,0.006596681146011122
8,488,0.006573603163697679
9.000000000000002,488,0.006547282489595103
10,488,0.006516939954848972
11,488,0.006484411880630005
12,488,0.0064548849311504225
13.000000000000002,488,0.00641271708498846
14,488,0.006373392671643747
15,488,0.00633033214933408
16,488,0.00628303642035028
17,488,0.0062375779790240496
18.000000000000004,488,0.006190742146075022
19,488,0.006131635628993298
20,488,0.006073206880475751
21,488,0.006014697614369159
22,488,0.005957606346707
23,488,0.0059015778914398315
24,488,0.005830845602267548
25,488,0.005789126843926103
26.000000000000004,488,0.005715251376477761
27,488,0.005642060401259279
28,488,0.005569713969031784
29,488,0.005498361927954637
30,488,0.005428146026995748
31,488,0.005348244482440225
32,488,0.0052882692448195144
33,488,0.0052457823266691735
34,488,0.005160799462162027
35,488,0.005076641130757854
36.00000000000001,488,0.0049934366247495485
37,488,0.004911314055571709
38,488,0.0048304012189060415
39,488,0.00474204211690486
40,488,0.0046690186553386
0,489,0.006448451630657532
1,489,0.006446045578720694
2,489,0.006440891794769274
3,489,0.006433723849120822
4,489,0.006423142974921768
5,489,0.0064090435883660405
6,489,0.006393999973892118
7,489,0.006373550820015335
8,489,0.006351298428427365
9.000000000000002,489,0.006327500946415185
10,489,0.006299401588972057
11,489,0.006268036987883963
12,489,0.006236423871285272
13.000000000000002,489,0.006198470690411564
14,489,0.006161455449572347
15,489,0.006123051494535921
16,489,0.006076881700425717
17,489,0.006033617121606843
18.000000000000004,489,0.005999487388070849
19,489,0.005941496145605819
20,489,0.005883907226202596
21,489,0.0058269481817341835
22,489,0.005770816310708871
23,489,0.005704726882661582
24,489,0.0056528210431031345
25,489,0.005618555890616011
26.000000000000004,489,0.005545869116856257
27,489,0.005473765770143535
28,489,0.005402422380281858
29,489,0.005332003657218219
30,489,0.005251653438155159
31,489,0.005191581909580251
32,489,0.005132602846621113
33,489,0.0050747516323295695
34,489,0.005017200519914997
35,489,0.004933986976152795
36.00000000000001,489,0.004851644228535961
37,489,0.00477031061992407
38,489,0.004690123742624764
39,489,0.004613232184337756
40,489,0.004541087776491885
0,490,0.006231505168255472
1,490,0.006229141570151781
2,490,0.006224488578210648
3,490,0.00621737513182666
4,490,0.0062079251476490635
5,490,0.00619432337132741
6,490,0.006179035387906565
7,490,0.006160749317552499
8,490,0.006140051061268231
9.000000000000002,490,0.006116008999008908
10,490,0.0060903279338733705
11,490,0.006059876602318969
12,490,0.006031280266542571
13.000000000000002,490,0.005995672477191811
14,490,0.005957921483431266
15,490,0.005923462249586644
16,490,0.005880142118547187
17,490,0.00583114248493308
18.000000000000004,490,0.005790199676514236
19,490,0.005755459431983632
20,490,0.0056987868973084966
21,490,0.005642661727481901
22,490,0.005587301092853892
23,490,0.005529293724650946
24,490,0.005478349679472838
25,490,0.0054284294664302644
26.000000000000004,490,0.005379741617855092
27,490,0.005308569175645748
28,490,0.005238081337046268
29,490,0.00516845697778674
30,490,0.005097091771039363
31,490,0.005037976191222704
32,490,0.004979864572607666
33,490,0.004922802976488113
34,490,0.004876269386638939
35,490,0.004793888493680309
36.00000000000001,490,0.004712298406892491
37,490,0.0046316474562221556
38,490,0.004552082854567985
39,490,0.004487001000423045
40,490,0.004415652109412329
0,491,0.006023853746143313
1,491,0.006021570379797749
2,491,0.006017084137807775
3,491,0.006011012478711775
4,491,0.0060011899958754625
5,491,0.00598838680455824
6,491,0.005974954166453231
7,491,0.005956242429876802
8,491,0.005937198067837224
9.000000000000002,491,0.005913302560317972
10,491,0.005889720947336526
11,491,0.005860827824009657
12,491,0.005832635176458766
13.000000000000002,491,0.005799129190621225
14,491,0.0057640701493856476
15,491,0.0057297804834368785
16,491,0.005687405785037531
17,491,0.005645366994579166
18.000000000000004,491,0.005605136362388035
19,491,0.005565843911525587
20,491,0.005517351065002965
21,491,0.005461850340643779
22,491,0.005408656939347567
23,491,0.005357635403747282
24,491,0.005307459648145727
25,491,0.005258232314905993
26.000000000000004,491,0.005210047371940805
27,491,0.0051464946736974135
28,491,0.005076711829814466
29,491,0.005004932519303191
30,491,0.00494577133613476
31,491,0.0048874744050444435
32,491,0.004830098885835068
33,491,0.004773701019911421
34,491,0.004718336428010188
35,491,0.004656388296261544
36.00000000000001,491,0.004575439374654898
37,491,0.0044953621728094405
38,491,0.004416313346121893
39,491,0.00436342792746931
40,491,0.004292790528394622
0,492,0.005825057001021976
1,492,0.005822812340812632
2,492,0.005818531445898631
3,492,0.005812277209356584
4,492,0.005804365579695001
5,492,0.0057915386934314726
6,492,0.005777111866508598
7,492,0.005760969551358998
8,492,0.005743108635536402
9.000000000000002,492,0.005720120244531276
10,492,0.0056994161183153026
11,492,0.00567107344860705
12,492,0.0056422675094092494
13.000000000000002,492,0.005614534550398446
14,492,0.005578617751070358
15,492,0.005543252179174074
16,492,0.005507429557966037
17,492,0.005464537472781662
18.000000000000004,492,0.0054240908670413
19,492,0.005385187582356217
20,492,0.005339617659972681
21,492,0.005291174611245831
22,492,0.00524016201924331
23,492,0.005189788265538977
24,492,0.005140183718053682
25,492,0.005091465690709654
26.000000000000004,492,0.005043741032429945
27,492,0.004997108111666984
28,492,0.004918338723852567
29,492,0.00485614416219651
30,492,0.004797748962074282
31,492,0.004740130667809465
32,492,0.004683357073182999
33,492,0.004627494103132797
34,492,0.0045726062732356545
35,492,0.0045187570576001295
36.00000000000001,492,0.004441113537219396
37,492,0.004361498402896551
38,492,0.0043132011828478705
39,492,0.00424260232086252
40,492,0.004172591985782346
0,493,0.005634677114993183
1,493,0.005632473763019301
2,493,0.0056285814668177595
3,493,0.005622142929306965
4,493,0.005614338547704304
5,493,0.005602176942421284
6,493,0.005589563680293133
7,493,0.005574111816723214
8,493,0.005556814728116891
9.000000000000002,493,0.005534304876704098
10,493,0.005513832704273333
11,493,0.005487325152516011
12,493,0.005461203560256741
13.000000000000002,493,0.005435283672833254
14,493,0.00539983930664296
15,493,0.005368476225082359
16,493,0.005338457966326896
17,493,0.005296379858540296
18.000000000000004,493,0.005254733735318327
19,493,0.005213718670566775
20,493,0.0051735022031924776
21,493,0.005135882502592584
22,493,0.005083355482235301
23,493,0.00503119458350451
24,493,0.004979541573401336
25,493,0.0049285232539033495
26.000000000000004,493,0.004878254507250812
27,493,0.004828840644836927
28,493,0.004768578979025145
29,493,0.004710867927053294
30,493,0.004653089494920018
31,493,0.004596006918805739
32,493,0.004539698031844448
33,493,0.0044842379456689245
34,493,0.004429699660758029
35,493,0.004376154559112106
36.00000000000001,493,0.0043236727984503915
37,493,0.004230106527267529
38,493,0.004194590125911756
39,493,0.004124624439409584
40,493,0.004055156463169466
0,494,0.005452209927712335
1,494,0.005450192286623114
2,494,0.00544659600921942
3,494,0.005440655962525031
4,494,0.005432719321596703
5,494,0.005421659508545899
6,494,0.005409411580197444
7,494,0.005394152731958839
8,494,0.005378765583942453
9.000000000000002,494,0.0053575797587262575
10,494,0.005336809772772663
11,494,0.005313700339856355
12,494,0.005286627450073855
13.000000000000002,494,0.005256637664566699
14,494,0.005228611886717843
15,494,0.005198596710603655
16,494,0.005172898887876698
17,494,0.005131411085906404
18.000000000000004,494,0.00509030180817101
19,494,0.005054568464270219
20,494,0.005020729273506919
21,494,0.004963196471815478
22,494,0.004936741963684106
23,494,0.004885511770406963
24,494,0.00483471201793828
25,494,0.004784483769589306
26.000000000000004,494,0.004734954396749051
27,494,0.004683369916706992
28,494,0.004641821435337931
29,494,0.004584497922759536
30,494,0.00452704653684259
31,494,0.004470170207461916
32,494,0.004413953439529899
33,494,0.0043584772875270425
34,494,0.004303820104907945
35,494,0.0042363095352572384
36.00000000000001,494,0.0041839714721985275
37,494,0.004101244474502883
38,494,0.0040790246636962894
39,494,0.004029565491483659
40,494,0.0039668069753485665
0,495,0.005277224509052197
1,495,0.005275381731750441
2,495,0.005271591196303732
3,495,0.005266200545556599
4,495,0.005258462548563683
5,495,0.005248429430595966
6,495,0.005238031699689714
7,495,0.0052217632169915505
8,495,0.005205859471306232
9.000000000000002,495,0.005187184953410168
10,495,0.005167040003895649
11,495,0.005144792173537845
12,495,0.00512087818769261
13.000000000000002,495,0.0050947083497704234
14,495,0.005065523989791421
15,495,0.005032340577359621
16,495,0.005010762689539752
17,495,0.004969582013188306
18.000000000000004,495,0.004934908723023583
19,495,0.004900893962538423
20,495,0.00485386939107959
21,495,0.004817337324152305
22,495,0.004792936436419586
23,495,0.004742491370239628
24,495,0.00469241046586622
25,495,0.00464284794518752
26.000000000000004,495,0.004593942771738562
27,495,0.004549000475774354
28,495,0.004508199355125844
29,495,0.0044616202013922435
30,495,0.004405058785568614
31,495,0.004349004272018947
32,495,0.004293550375619011
33,495,0.004238786572742003
34,495,0.00418479898771333
35,495,0.004131671117037502
36.00000000000001,495,0.004079484418824611
37,495,0.00403377484686605
38,495,0.003996162071852779
39,495,0.003933732612749296
40,495,0.0038717934607146163
0,496,0.005109376950495731
1,496,0.005107578751684432
2,496,0.005104091244698268
3,496,0.005099007572131541
4,496,0.005092057255325245
5,496,0.005081585329097101
6,496,0.005071640857038707
7,496,0.005057225167580281
8,496,0.005041501241643078
9.000000000000002,496,0.00502527677352446
10,496,0.00500466713662307
11,496,0.0049836068101631785
12,496,0.004959243988559869
13.000000000000002,496,0.004936049630052855
14,496,0.004907226700948667
15,496,0.004880355977061236
16,496,0.0048452928207715065
17,496,0.004817808762973981
18.000000000000004,496,0.004783655953151897
19,496,0.004750108713773378
20,496,0.004710164015911047
21,496,0.004674329049096815
22,496,0.004639173110172636
23,496,0.0046021458278142175
24,496,0.0045526473368736045
25,496,0.004503624208748313
26.000000000000004,496,0.004458124710288176
27,496,0.004417208259970718
28,496,0.004377037779033342
29,496,0.004340956952235299
30,496,0.004285189984080225
31,496,0.004229866556455825
32,496,0.004175089224529527
33,496,0.004120955585100558
34,496,0.004067559292685663
35,496,0.004014990890762671
36.00000000000001,496,0.003972235986014034
37,496,0.003928452047304412
38,496,0.0038304491457716544
39,496,0.0037834621204615943
40,496,0.0037784031665678325
0,497,0.004948475133724852
1,497,0.004946760437163324
2,497,0.004942811400986891
3,497,0.004938551029684639
4,497,0.004931668654424926
5,497,0.0049226314456941676
6,497,0.004911474310789577
7,497,0.004899490461796757
8,497,0.004883399722109443
9.000000000000002,497,0.004867735613253482
10,497,0.00484968859370436
11,497,0.0048286531627941935
12,497,0.0048049132718308825
13.000000000000002,497,0.004784121401909469
14,497,0.004757447853696469
15,497,0.0047290750993729995
16,497,0.004700266006974699
17,497,0.004672014509820445
18.000000000000004,497,0.004635489037044206
19,497,0.0046022225049235374
20,497,0.004569492831448907
21,497,0.00453418645045149
22,497,0.00449950586681967
23,497,0.004464489707893911
24,497,0.004415434970119755
25,497,0.004369347836330528
26.000000000000004,497,0.004328367579452321
27,497,0.004288017788427688
28,497,0.00424835908207175
29,497,0.0042094481531427565
30,497,0.004167457530859591
31,497,0.00411277288830811
32,497,0.004058584194682244
33,497,0.00400499687100951
34,497,0.003956391089266281
35,497,0.003911710954621161
36.00000000000001,497,0.003867760420257133
37,497,0.0037836201190648215
38,497,0.0037366961082761535
39,497,0.003690426783942931
40,497,0.0036448278786585337
0,498,0.004794073686432906
1,498,0.004792364026784644
2,498,0.004789290428683446
3,498,0.004784711017675729
4,498,0.004778120189290107
5,498,0.004768991748809878
6,498,0.004759884958271398
7,498,0.004747013389126113
8,498,0.004732662872316697
9.000000000000002,498,0.004716878824700867
10,498,0.004700624547592152
11,498,0.004679720183954937
12,498,0.004658860849172364
13.000000000000002,498,0.0046375162447806215
14,498,0.004610805097860827
15,498,0.004586479895424442
16,498,0.004558112964195249
17,498,0.004530255059496464
18.000000000000004,498,0.004503036680081496
19,498,0.004467294319866567
20,498,0.004431875366493936
21,498,0.004396926661507076
22,498,0.004362564794415815
23,498,0.004328891584026469
24,498,0.004280787864203842
25,498,0.00424185485221255
26.000000000000004,498,0.004201369026763842
27,498,0.004161457213738727
28,498,0.004122189078176124
29,498,0.004083629379204741
30,498,0.004051881483821287
31,498,0.003997741625321017
32,498,0.003944051886957126
33,498,0.003896949255450183
34,498,0.003852239213453285
35,498,0.0038081746375805948
36.00000000000001,498,0.0037648007069983566
37,498,0.0036906537099225
38,498,0.0036444483232944197
39,498,0.003598843845669993
40,498,0.00355386077904312
0,499,0.004645878011551087
1,499,0.004644244734483999
2,499,0.004640809925834495
3,499,0.004636812845757391
4,499,0.004630615198887623
5,499,0.004622291759802769
6,499,0.004613232261823174
7,499,0.00460059172688066
8,499,0.004588729155410492
9.000000000000002,499,0.004572086429441433
10,499,0.004555785277548929
11,499,0.004538816410316651
12,499,0.004516665345047707
13.000000000000002,499,0.0044948433686412175
14,499,0.004470357673157278
15,499,0.004449213475716731
16,499,0.00442058625228244
17,499,0.004392318647854931
18.000000000000004,499,0.004364545391676097
19,499,0.004340280920563266
20,499,0.004304029951091927
21,499,0.004268051604163681
22,499,0.004232468803990315
23,499,0.00419738845022121
24,499,0.004160155251210011
25,499,0.004123908255932883
26.000000000000004,499,0.004081765697148883
27,499,0.004037558720742371
28,499,0.003998557412315796
29,499,0.003960231998938051
30,499,0.003938484848423749
31,499,0.003883699309130174
32,499,0.0038385312059729436
33,499,0.003793860834060446
34,499,0.003749742116902185
35,499,0.0037062271866855315
