% Model,solenoidTest.mph
% Version,COMSOL 6.0.0.405
% Date,"Nov 9 2022, 15:13"
% Dimension,2
% Nodes,53341
% Expressions,4
% Description,"Magnetic flux density norm, Magnetic flux density, r component, Magnetic flux density, phi component, Magnetic flux density, z component"
% Length unit,mm
% r,z,mf.normB (T),mf.Br (T),mf.Bphi (T),mf.Bz (T)
0,-650,0.0010717624392032029,-2.4765436279010185E-9,0,0.0010717624392003414
1,-650,0.0010716682719751993,-8.201454314548436E-6,0,0.0010716368887386419
2,-650,0.0010715630487582283,-1.6395717203136013E-5,0,0.0010714376080395087
3,-650,0.0010713784339723097,-2.4589511251208243E-5,0,0.0010710962163677851
4,-650,0.0010711481059647822,-3.277655797712261E-5,0,0.001070646515970193
5,-650,0.001070796098779852,-4.09827973654965E-5,0,0.001070011539882748
6,-650,0.0010704012255982342,-4.91678027208166E-5,0,0.001069271392555608
7,-650,0.001069957390550093,-5.733843244949428E-5,0,0.0010684199182704331
8,-650,0.0010693657468313366,-6.545594600055812E-5,0,0.0010673605855704596
9.000000000000002,-650,0.0010688038578389536,-7.363649859131664E-5,0,0.0010662642039413314
10,-650,0.0010682149803118062,-8.184910723230276E-5,0,0.0010650746301587638
11,-650,0.0010673795667197738,-9.004513654580051E-5,0,0.0010635746390523517
12,-650,0.0010665593370863613,-9.821384224069601E-5,0,0.0010620277118410886
13.000000000000002,-650,0.00106596887926088,-1.0613398507305066E-4,0,0.0010606720646671194
14,-650,0.0010647919843947994,-1.1407725736844452E-4,0,0.0010586634731503247
15,-650,0.0010636313464496793,-1.2202052966383924E-4,0,0.0010566090248956394
16,-650,0.0010624958182830493,-1.299638019592342E-4,0,0.0010545173180414192
17,-650,0.0010613922200772867,-1.3790707425462778E-4,0,0.0010523949276346404
18.000000000000004,-650,0.001059355875188596,-1.461233199139437E-4,0,0.0010492296439168708
19,-650,0.0010588229577278632,-1.5369802862035117E-4,0,0.0010476082148445564
20,-650,0.001057526298053145,-1.6179732653545935E-4,0,0.0010450758327508903
21,-650,0.0010562686657969815,-1.6989662445056613E-4,0,0.001042515530505344
22,-650,0.001055054156505114,-1.779959223656741E-4,0,0.0010399311154013569
23,-650,0.0010538861923916729,-1.8609522028078244E-4,0,0.001037325732594379
24,-650,0.0010520225555582551,-1.9416649568274394E-4,0,0.0010339491425392282
25,-650,0.001050072816160998,-2.0223935704435946E-4,0,0.0010304135876931034
26.000000000000004,-650,0.0010484674015103501,-2.0979325807688018E-4,0,0.001027263686156263
27,-650,0.0010468172318727907,-2.174289054003661E-4,0,0.0010239877870571556
28,-650,0.0010452065528027625,-2.250645527238491E-4,0,0.0010206873591502188
29,-650,0.0010436382534366989,-2.3270020004733272E-4,0,0.001017364939898331
30,-650,0.001040831918129746,-2.3970903392964192E-4,0,0.001012852734038944
31,-650,0.001039146715984129,-2.47580234688028E-4,0,0.0010092224357060348
32,-650,0.0010375108986462418,-2.5545143544641294E-4,0,0.001005571195360179
33,-650,0.0010362436901684596,-2.6320374947867627E-4,0,0.0010022598324158825
34,-650,0.0010340723837818807,-2.705053852098767E-4,0,9.98064392448101E-4
35,-650,0.0010319357252710072,-2.7780702094107725E-4,0,9.938383169341195E-4
36.00000000000001,-650,0.0010298367606222175,-2.851086566722786E-4,0,9.8958415883612E-4
37,-650,0.0010277782523605463,-2.924102924034786E-4,0,9.853041951203756E-4
38,-650,0.0010257627154535605,-2.9971192813467955E-4,0,9.810004630724978E-4
39,-650,0.0010237924476292923,-3.0701356386588017E-4,0,9.766747910257274E-4
40,-650,0.0010218695550863503,-3.143151995970811E-4,0,9.723288244799813E-4
0,-649,0.0010882979218614463,-2.9731268057547223E-9,0,0.0010882979218573854
1,-649,0.0010882042003079655,-8.336859061830958E-6,0,0.0010881722650154624
2,-649,0.0010881012894963541,-1.6667793465760918E-5,0,0.001087973621401094
3,-649,0.0010879229808442316,-2.5002009292952247E-5,0,0.0010876356521281902
4,-649,0.001087667178182991,-3.333184604775805E-5,0,0.001087156326631823
5,-649,0.0010873213224746106,-4.1643058023536884E-5,0,0.0010865235911043923
6,-649,0.0010869457590374446,-4.995914210904765E-5,0,0.0010857970193407303
7,-649,0.001086433141033705,-5.822467056735528E-5,0,0.0010848718162408339
8,-649,0.001085912513475577,-6.66272044399785E-5,0,0.0010838665981343638
9.000000000000002,-649,0.0010853186364641876,-7.492406334199352E-5,0,0.0010827293878845298
10,-649,0.0010847106160859553,-8.313672869271103E-5,0,0.0010815199512685131
11,-649,0.0010838700697264954,-9.1332758006209E-5,0,0.0010800151181182128
12,-649,0.0010830563925570097,-9.952878731970584E-5,0,0.001078473536974029
13.000000000000002,-649,0.0010822266560363055,-1.0780545137729036E-4,0,0.0010768437768259899
14,-649,0.0010810788178131727,-1.1581507998918044E-4,0,0.001074857328937858
15,-649,0.001080089629868106,-1.2409134465599862E-4,0,0.0010729375316066115
